[32m2024-02-04 00:30:53.834[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(50)-127.0.0.1] Application shutdown requested.
2024-02-04 15:44:00.353 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with Name Test Bus deleted successfully
2024-02-04 15:44:00.378 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with455 fetching in this method !!
2024-02-04 15:44:00.383 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] All Bus Route details fetched successfully!!
2024-02-04 15:44:00.399 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:44:00.404 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with456 fetching in this method !!
2024-02-04 15:44:00.413 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:44:00.427 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:44:00.429 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 15:44:00.441 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 15:49:38.944 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Starting BusOperatorServiceImpTest using Java 17.0.9 with PID 16236 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 15:49:38.947 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 15:49:39.956 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 15:49:40.046 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 73 ms. Found 1 JPA repository interface.
2024-02-04 15:49:40.602 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 15:49:40.674 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 15:49:40.676 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 15:49:41.134 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 15:49:41.190 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 15:49:41.667 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@338d47b
2024-02-04 15:49:41.672 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 15:49:41.729 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 15:49:41.731 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 15:49:42.988 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 15:49:43.085 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:49:43.491 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 15:49:44.249 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 15:49:45.676 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Started BusOperatorServiceImpTest in 7.166 seconds (process running for 8.34)
2024-02-04 15:49:46.529 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:49:46.672 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperator [operatorID=502, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Updated from UpdateBusRoute Service Method
2024-02-04 15:49:46.709 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with ID 407 deleted successfully
2024-02-04 15:49:46.711 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with407 fetching in this method !!
2024-02-04 15:49:46.721 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AB Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:49:46.725 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AC Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:49:46.732 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Fetching bus operators whose names start with 'A'
2024-02-04 15:49:46.792 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Found 0 bus operators whose names start with 'A'
2024-02-04 15:49:46.804 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:49:46.811 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with Name Test Bus deleted successfully
2024-02-04 15:49:46.844 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with505 fetching in this method !!
2024-02-04 15:49:46.852 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] All Bus Route details fetched successfully!!
2024-02-04 15:49:46.873 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:49:46.880 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with506 fetching in this method !!
2024-02-04 15:49:46.890 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:49:46.908 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:49:46.914 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 15:49:46.923 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 15:53:17.869 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Starting BusOperatorServiceImpTest using Java 17.0.9 with PID 22368 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 15:53:17.871 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 15:53:18.796 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 15:53:18.861 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 54 ms. Found 1 JPA repository interface.
2024-02-04 15:53:19.413 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 15:53:19.481 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 15:53:19.485 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 15:53:19.888 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 15:53:19.918 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 15:53:20.365 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@75452aea
2024-02-04 15:53:20.368 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 15:53:20.423 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 15:53:20.425 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 15:53:21.368 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 15:53:21.427 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:53:21.765 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 15:53:22.490 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 15:53:23.633 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Started BusOperatorServiceImpTest in 6.225 seconds (process running for 7.477)
2024-02-04 15:53:24.333 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:24.457 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperator [operatorID=552, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Updated from UpdateBusRoute Service Method
2024-02-04 15:53:24.491 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with ID 407 deleted successfully
2024-02-04 15:53:24.493 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with407 fetching in this method !!
2024-02-04 15:53:24.504 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AB Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:24.510 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AC Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:24.516 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Fetching bus operators whose names start with 'A'
2024-02-04 15:53:24.559 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Found 0 bus operators whose names start with 'A'
2024-02-04 15:53:24.571 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:24.576 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with Name Test Bus deleted successfully
2024-02-04 15:53:24.601 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with555 fetching in this method !!
2024-02-04 15:53:24.610 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] All Bus Route details fetched successfully!!
2024-02-04 15:53:24.630 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:24.635 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with556 fetching in this method !!
2024-02-04 15:53:24.644 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:24.661 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:53:24.663 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 15:53:24.675 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 15:53:52.454 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Starting BusOperatorServiceImpTest using Java 17.0.9 with PID 27168 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 15:53:52.455 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 15:53:53.395 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 15:53:53.481 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 73 ms. Found 1 JPA repository interface.
2024-02-04 15:53:54.015 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 15:53:54.077 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 15:53:54.080 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 15:53:54.471 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 15:53:54.504 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 15:53:54.943 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@75452aea
2024-02-04 15:53:55.110 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 15:53:55.193 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 15:53:55.194 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 15:53:56.070 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 15:53:56.120 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:53:56.437 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 15:53:57.159 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 15:53:58.271 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Started BusOperatorServiceImpTest in 6.245 seconds (process running for 7.345)
2024-02-04 15:53:58.913 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:59.055 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperator [operatorID=602, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Updated from UpdateBusRoute Service Method
2024-02-04 15:53:59.091 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with ID 407 deleted successfully
2024-02-04 15:53:59.095 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with407 fetching in this method !!
2024-02-04 15:53:59.105 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AB Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:59.110 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AC Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:59.117 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Fetching bus operators whose names start with 'A'
2024-02-04 15:53:59.178 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Found 0 bus operators whose names start with 'A'
2024-02-04 15:53:59.184 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:59.190 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with Name Test Bus deleted successfully
2024-02-04 15:53:59.220 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with605 fetching in this method !!
2024-02-04 15:53:59.226 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] All Bus Route details fetched successfully!!
2024-02-04 15:53:59.249 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:59.254 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with606 fetching in this method !!
2024-02-04 15:53:59.263 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:53:59.281 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:53:59.284 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 15:53:59.299 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 15:54:43.278 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Starting BusOperatorServiceImpTest using Java 17.0.9 with PID 22044 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 15:54:43.279 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 15:54:44.235 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 15:54:44.327 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 71 ms. Found 1 JPA repository interface.
2024-02-04 15:54:44.874 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 15:54:44.940 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 15:54:44.943 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 15:54:45.324 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 15:54:45.354 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 15:54:45.809 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@da22aa
2024-02-04 15:54:45.812 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 15:54:45.863 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 15:54:45.864 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 15:54:46.859 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 15:54:46.898 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:54:47.238 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 15:54:47.958 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 15:54:49.041 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Started BusOperatorServiceImpTest in 6.204 seconds (process running for 7.296)
2024-02-04 15:54:49.670 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:54:49.806 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperator [operatorID=652, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Updated from UpdateBusRoute Service Method
2024-02-04 15:54:49.847 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with ID 407 deleted successfully
2024-02-04 15:54:49.851 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with407 fetching in this method !!
2024-02-04 15:54:49.861 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AB Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:54:49.869 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AC Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:54:49.875 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Fetching bus operators whose names start with 'A'
2024-02-04 15:54:49.922 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Found 0 bus operators whose names start with 'A'
2024-02-04 15:54:49.935 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:54:49.942 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with Name Test Bus deleted successfully
2024-02-04 15:54:49.973 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with655 fetching in this method !!
2024-02-04 15:54:49.983 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] All Bus Route details fetched successfully!!
2024-02-04 15:54:50.009 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:54:50.016 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with656 fetching in this method !!
2024-02-04 15:54:50.028 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:54:50.046 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:54:50.049 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
